State,"County, State",pctFoodInsecure,numFoodInsecure,pctBlackFoodInsecure,pctLatineFoodInsecure,pctWhiteFoodInsecure,SNAPthreshold,pctFIbelowSNAP,pctFIaboveSNAP,pctKidsFoodInsecure,numKidsFoodInsecure,pctKidsIncomeBelow185,pctKidsIncomeAbove185,costPerMeal,weeklyFoodBudget,weeklyBudgetFoodInsecureByPop,rangeRuralUrban,USstateRegion
CA,"Madera County, California",12.6,19620,21.0,17.0,9.0,200,89,11,19.9,8530,80,20,3.81,21.45,12764000,3,Western
CA,"Marin County, California",7.4,19210,17.0,14.0,4.0,200,50,50,6.5,3440,74,26,4.59,25.89,15085000,1,Western
CA,"Mariposa County, California",14.1,2450,,19.0,11.0,200,74,26,22.2,630,68,32,3.17,17.86,1328000,8,Western
CA,"Mendocino County, California",13.7,11950,,18.0,11.0,200,80,20,19.1,3580,82,18,3.53,19.9,7214000,4,Western
CA,"Merced County, California",14.3,38880,26.0,18.0,12.0,200,97,4,21.6,17350,85,15,3.2,18.01,21242000,2,Western
CA,"Modoc County, California",15.6,1390,,19.0,11.0,200,81,19,22.4,390,89,12,3.3,18.61,785000,6,Western
CA,"Mono County, California",8.7,1240,,14.0,6.0,200,72,28,11.5,310,71,29,3.19,17.95,675000,7,Western
CA,"Monterey County, California",10.1,43610,16.0,14.0,7.0,200,93,7,14.6,16650,89,11,3.44,19.39,25646000,2,Western
CA,"Napa County, California",7.6,10660,12.0,13.0,6.0,200,66,34,9.0,2640,73,27,4.3,24.26,7845000,3,Western
CA,"Nevada County, California",10.4,10310,,16.0,8.0,200,62,38,13.6,2330,71,29,4.96,27.96,8745000,4,Western
CA,"Orange County, California",8.3,264340,13.0,13.0,6.0,200,70,30,10.1,70970,73,27,3.51,19.78,158634000,1,Western
CA,"Placer County, California",8.1,31230,7.0,13.0,6.0,200,49,51,9.7,8360,47,53,3.75,21.16,20044000,1,Western
CA,"Plumas County, California",13.4,2500,,14.0,8.0,200,61,39,17.2,540,58,42,3.43,19.32,1465000,7,Western
CA,"Riverside County, California",9.0,216050,15.0,15.0,8.0,200,88,12,13.6,83430,71,29,3.17,17.85,117000000,1,Western
CA,"Sacramento County, California",11.0,168410,21.0,15.0,9.0,200,72,28,15.7,57060,66,34,3.28,18.49,94463000,1,Western
CA,"San Benito County, California",7.0,4220,,12.0,5.0,200,90,10,10.6,1660,81,19,4.43,24.96,3196000,1,Western
CA,"San Bernardino County, California",9.6,206710,19.0,15.0,9.0,200,90,11,14.9,85080,72,28,3.12,17.59,110278000,1,Western
CA,"San Diego County, California",9.2,305100,19.0,14.0,7.0,200,72,28,11.7,84370,70,30,3.47,19.53,180727000,1,Western
CA,"San Francisco County, California",10.5,92090,24.0,14.0,7.0,200,52,48,8.7,10230,60,40,4.84,27.28,76192000,1,Western
CA,"San Joaquin County, California",11.5,85740,20.0,16.0,9.0,200,82,18,16.9,34190,71,29,3.2,18.03,46879000,2,Western
CA,"San Luis Obispo County, California",9.1,25660,18.0,14.0,8.0,200,65,35,10.7,5370,66,34,3.62,20.43,15901000,2,Western
CA,"San Mateo County, California",6.6,50810,13.0,12.0,4.0,200,55,46,5.9,9370,73,27,3.93,22.17,34167000,1,Western
CA,"Santa Barbara County, California",9.2,41030,20.0,14.0,8.0,200,88,12,11.7,11640,82,19,3.41,19.2,23899000,2,Western
CA,"Santa Clara County, California",7.3,140120,13.0,12.0,5.0,200,55,45,6.5,28060,66,34,3.81,21.47,91234000,1,Western
CA,"Santa Cruz County, California",10.1,27710,15.0,16.0,7.0,200,72,28,12.6,6700,73,27,4.1,23.13,19442000,2,Western
CA,"Shasta County, California",14.5,25910,18.0,19.0,11.0,200,69,31,20.4,7900,68,32,3.18,17.92,14084000,3,Western
CA,"Sierra County, California",11.6,350,,,7.0,200,71,29,17.5,80,59,41,3.55,20.01,212000,8,Western
CA,"Siskiyou County, California",16.2,7020,,20.0,11.0,200,76,24,22.5,1980,77,24,3.27,18.43,3925000,6,Western
CA,"Solano County, California",8.5,37600,16.0,12.0,7.0,200,65,35,13.3,13100,59,41,3.28,18.48,21082000,2,Western
CA,"Sonoma County, California",8.7,43600,15.0,13.0,7.0,200,63,37,10.3,10230,66,34,4.0,22.56,29835000,2,Western
CA,"Stanislaus County, California",11.8,64300,20.0,16.0,10.0,200,89,11,16.9,24970,79,21,3.25,18.33,35745000,2,Western
CA,"Sutter County, California",13.7,13170,6.0,17.0,10.0,200,82,18,19.7,4930,78,22,2.92,16.43,6564000,3,Western
CA,"Tehama County, California",15.9,10170,14.0,20.0,12.0,200,82,18,23.6,3600,78,22,3.24,18.24,5626000,4,Western
CA,"Trinity County, California",15.9,2020,,18.0,14.0,200,74,26,24.2,520,69,31,3.29,18.51,1134000,8,Western
CA,"Tulare County, California",15.6,71990,21.0,19.0,10.0,200,99,1,23.0,32950,86,14,3.04,17.15,37455000,2,Western
CA,"Tuolumne County, California",12.7,6860,,17.0,9.0,200,57,43,16.8,1510,52,48,3.99,22.51,4684000,4,Western
CA,"Ventura County, California",7.8,65680,9.0,13.0,6.0,200,75,25,10.4,20380,72,28,3.45,19.43,38705000,2,Western
CA,"Yolo County, California",10.7,23330,24.0,16.0,9.0,200,80,20,12.7,5830,67,33,3.46,19.52,13816000,1,Western
CA,"Yuba County, California",13.2,10090,9.0,15.0,11.0,200,74,26,18.2,3850,70,30,3.05,17.17,5254000,3,Western
CO,"Adams County, Colorado",8.8,44230,13.0,16.0,8.0,200,83,17,11.6,15780,87,13,3.28,18.47,24779000,1,Mountain Plains
CO,"Alamosa County, Colorado",14.5,2340,,25.0,12.0,200,97,3,17.9,700,89,11,3.35,18.86,1339000,7,Mountain Plains
CO,"Arapahoe County, Colorado",8.4,53830,10.0,15.0,7.0,200,62,38,10.8,16590,63,37,3.49,19.69,32145000,1,Mountain Plains
CO,"Archuleta County, Colorado",10.4,1380,,18.0,9.0,200,79,21,13.3,310,90,10,3.36,18.92,792000,7,Mountain Plains
CO,"Baca County, Colorado",14.8,530,,,12.0,200,88,13,19.2,140,97,3,2.78,15.66,252000,9,Mountain Plains
CO,"Bent County, Colorado",19.4,1130,,29.0,16.0,200,68,32,26.0,230,94,6,3.05,17.21,590000,7,Mountain Plains
CO,"Boulder County, Colorado",9.2,29610,13.0,17.0,9.0,200,60,40,8.6,5360,67,33,4.03,22.7,20384000,2,Mountain Plains
CO,"Broomfield County, Colorado",7.9,5390,2.0,14.0,7.0,200,41,59,7.7,1210,49,51,3.93,22.17,3625000,1,Mountain Plains
CO,"Chaffee County, Colorado",10.6,2080,,19.0,9.0,200,77,23,13.4,400,87,13,3.48,19.59,1236000,7,Mountain Plains
CO,"Cheyenne County, Colorado",9.9,200,,,10.0,200,65,35,10.8,70,86,14,3.01,16.96,103000,9,Mountain Plains
CO,"Clear Creek County, Colorado",8.8,830,,,7.0,200,61,40,9.8,150,71,29,3.67,20.7,521000,1,Mountain Plains
CO,"Conejos County, Colorado",13.3,1080,,25.0,10.0,200,100,0,20.6,450,99,1,3.4,19.15,627000,9,Mountain Plains
CO,"Costilla County, Colorado",17.4,650,,26.0,20.0,200,100,0,25.7,180,100,0,3.42,19.29,380000,9,Mountain Plains
CO,"Crowley County, Colorado",18.6,1070,,24.0,18.0,200,76,24,24.7,180,90,10,3.35,18.87,612000,8,Mountain Plains
CO,"Custer County, Colorado",11.1,530,,,10.0,200,76,24,19.4,140,74,26,3.07,17.28,278000,8,Mountain Plains
CO,"Delta County, Colorado",14.4,4410,,21.0,13.0,200,80,21,20.5,1240,87,13,3.26,18.39,2460000,6,Mountain Plains
CO,"Denver County, Colorado",10.7,75240,15.0,17.0,9.0,200,72,28,12.8,17860,77,24,3.74,21.1,48166000,1,Mountain Plains
CO,"Dolores County, Colorado",12.5,230,,,10.0,200,74,27,17.9,70,77,23,3.66,20.62,144000,9,Mountain Plains
CO,"Douglas County, Colorado",5.8,19580,1.0,10.0,4.0,200,31,69,6.2,5510,31,69,3.64,20.51,12182000,1,Mountain Plains
CO,"Eagle County, Colorado",6.6,3620,,14.0,5.0,200,82,18,7.8,940,100,0,3.56,20.07,2203000,5,Mountain Plains
CO,"Elbert County, Colorado",6.2,1600,,13.0,4.0,200,50,50,8.0,450,59,42,3.43,19.36,939000,1,Mountain Plains
CO,"El Paso County, Colorado",10.4,72750,12.0,18.0,9.0,200,66,34,13.8,23410,70,30,3.35,18.89,41683000,2,Mountain Plains
CO,"Fremont County, Colorado",13.6,6420,16.0,21.0,12.0,200,58,42,20.3,1520,74,26,3.23,18.22,3548000,4,Mountain Plains
CO,"Garfield County, Colorado",8.2,4860,,14.0,8.0,200,74,26,9.8,1470,95,5,3.56,20.08,2961000,5,Mountain Plains
CO,"Gilpin County, Colorado",7.3,440,,,5.0,200,46,54,8.2,70,68,32,3.64,20.51,274000,1,Mountain Plains
CO,"Grand County, Colorado",8.7,1330,,18.0,7.0,200,61,39,9.4,250,88,12,3.69,20.78,838000,7,Mountain Plains
CO,"Gunnison County, Colorado",10.0,1680,,17.0,10.0,200,77,23,8.2,240,96,5,3.59,20.21,1030000,7,Mountain Plains
CO,"Hinsdale County, Colorado",14.0,120,,,11.0,200,68,32,16.6,20,65,36,3.85,21.68,79000,9,Mountain Plains
CO,"Huerfano County, Colorado",14.4,960,,23.0,12.0,200,96,4,21.3,230,86,14,3.14,17.71,516000,6,Mountain Plains
CO,"Jackson County, Colorado",8.6,110,,,7.0,200,80,20,13.2,20,87,13,3.93,22.13,74000,9,Mountain Plains
CO,"Jefferson County, Colorado",8.4,48030,11.0,16.0,7.0,200,53,47,9.5,10880,57,43,3.66,20.61,30029000,1,Mountain Plains
CO,"Kiowa County, Colorado",11.2,170,,,10.0,200,86,14,14.7,60,100,0,3.0,16.9,87000,9,Mountain Plains
CO,"Kit Carson County, Colorado",9.5,700,,14.0,9.0,200,89,12,11.1,200,100,0,3.0,16.89,359000,7,Mountain Plains
CO,"Lake County, Colorado",11.2,870,,21.0,9.0,200,87,13,11.8,170,90,11,3.98,22.41,591000,6,Mountain Plains
CO,"La Plata County, Colorado",9.1,5050,,15.0,8.0,200,61,39,10.6,1130,74,26,4.01,22.58,3459000,4,Mountain Plains
CO,"Larimer County, Colorado",9.8,33690,14.0,17.0,9.0,200,63,37,10.2,7000,62,38,3.57,20.1,20546000,2,Mountain Plains
CO,"Las Animas County, Colorado",14.5,2070,,23.0,13.0,200,88,12,18.8,470,86,14,3.18,17.91,1124000,7,Mountain Plains
CO,"Lincoln County, Colorado",11.9,660,,24.0,10.0,200,46,54,15.9,180,66,34,3.56,20.04,401000,8,Mountain Plains
CO,"Logan County, Colorado",11.0,2470,,18.0,10.0,200,84,16,13.7,630,100,0,2.98,16.79,1258000,7,Mountain Plains
CO,"Mesa County, Colorado",12.5,18870,6.0,20.0,11.0,200,71,29,16.8,5540,74,26,3.29,18.53,10607000,3,Mountain Plains
CO,"Mineral County, Colorado",10.5,90,,,8.0,200,69,31,16.6,20,44,56,3.75,21.15,58000,9,Mountain Plains
CO,"Moffat County, Colorado",12.9,1690,,17.0,11.0,200,68,32,15.8,530,72,28,3.6,20.28,1040000,7,Mountain Plains
CO,"Montezuma County, Colorado",13.8,3600,,22.0,11.0,200,76,25,19.4,1100,88,13,3.23,18.19,1986000,6,Mountain Plains
CO,"Montrose County, Colorado",12.3,5130,,18.0,12.0,200,74,26,16.7,1520,74,26,3.56,20.08,3124000,4,Mountain Plains
CO,"Morgan County, Colorado",9.5,2710,18.0,14.0,10.0,200,100,0,11.8,880,92,8,2.98,16.77,1379000,6,Mountain Plains
CO,"Otero County, Colorado",16.4,2990,,24.0,14.0,200,95,5,21.6,950,97,3,3.02,17.01,1543000,6,Mountain Plains
CO,"Ouray County, Colorado",9.9,480,,,8.0,200,49,51,11.0,80,51,49,3.63,20.45,298000,9,Mountain Plains
CO,"Park County, Colorado",8.6,1530,,,8.0,200,58,42,13.4,370,37,63,3.52,19.86,922000,1,Mountain Plains
CO,"Phillips County, Colorado",8.0,340,,13.0,8.0,200,100,0,8.6,100,100,0,3.08,17.35,179000,9,Mountain Plains
CO,"Pitkin County, Colorado",8.7,1560,,12.0,7.0,200,45,55,8.8,250,47,53,3.73,21.02,995000,7,Mountain Plains
CO,"Prowers County, Colorado",12.4,1490,,18.0,12.0,200,89,11,15.1,460,89,12,2.95,16.65,752000,7,Mountain Plains
CO,"Pueblo County, Colorado",14.0,23230,18.0,22.0,13.0,200,87,14,19.6,7360,82,18,3.02,17.04,12006000,3,Mountain Plains
CO,"Rio Blanco County, Colorado",11.0,700,,14.0,9.0,200,69,31,13.7,210,81,19,3.51,19.77,420000,9,Mountain Plains
CO,"Rio Grande County, Colorado",13.8,1550,,22.0,12.0,200,93,7,17.9,470,69,31,3.44,19.41,913000,7,Mountain Plains
CO,"Routt County, Colorado",9.4,2350,,18.0,7.0,200,55,45,9.2,420,63,37,4.4,24.77,1766000,7,Mountain Plains
CO,"Saguache County, Colorado",12.8,840,,20.0,11.0,200,100,0,18.4,260,100,0,3.46,19.48,496000,9,Mountain Plains
CO,"San Juan County, Colorado",10.4,60,,,8.0,200,74,26,17.8,10,59,41,3.84,21.66,39000,9,Mountain Plains
CO,"San Miguel County, Colorado",10.6,850,,18.0,7.0,200,58,42,10.2,150,76,24,3.31,18.66,481000,9,Mountain Plains
CO,"Sedgwick County, Colorado",13.8,320,,,13.0,200,76,24,20.2,120,77,23,3.14,17.71,172000,9,Mountain Plains
CO,"Summit County, Colorado",8.0,2460,,15.0,7.0,200,62,38,8.5,420,69,31,4.51,25.44,1899000,5,Mountain Plains
CO,"Teller County, Colorado",9.6,2350,,15.0,9.0,200,57,43,12.5,540,64,36,3.53,19.89,1418000,2,Mountain Plains
CO,"Washington County, Colorado",10.5,510,,,9.0,200,73,27,13.8,150,83,17,3.39,19.13,296000,9,Mountain Plains
CO,"Weld County, Colorado",8.3,25430,16.0,16.0,7.0,200,75,25,10.5,8470,80,20,3.48,19.63,15143000,2,Mountain Plains
CO,"Yuma County, Colorado",11.0,1100,,20.0,9.0,200,86,14,13.6,360,94,6,2.99,16.83,561000,7,Mountain Plains
CT,"Fairfield County, Connecticut",9.7,91810,21.0,24.0,6.0,185,58,42,11.1,23800,69,31,3.98,22.42,62433000,2,Northeast
CT,"Hartford County, Connecticut",11.3,101420,21.0,27.0,8.0,185,60,40,14.1,26740,69,31,3.47,19.54,60126000,1,Northeast
CT,"Litchfield County, Connecticut",10.4,18880,19.0,23.0,8.0,185,47,53,11.8,3980,54,46,3.69,20.78,11899000,4,Northeast
CT,"Middlesex County, Connecticut",10.0,16320,21.0,23.0,7.0,185,47,53,11.1,3260,56,44,3.87,21.82,10800000,1,Northeast
CT,"New Haven County, Connecticut",11.9,101640,24.0,25.0,9.0,185,61,39,15.4,26840,69,31,3.47,19.53,60206000,2,Northeast
CT,"New London County, Connecticut",11.7,31300,25.0,24.0,9.0,185,56,44,14.9,7810,74,26,3.44,19.41,18424000,2,Northeast
CT,"Tolland County, Connecticut",9.8,14810,27.0,23.0,7.0,185,45,55,9.8,2610,52,48,4.15,23.39,10506000,1,Northeast
CT,"Windham County, Connecticut",12.6,14720,26.0,27.0,9.0,185,58,42,15.3,3580,75,26,3.13,17.63,7873000,2,Northeast
DE,"Kent County, Delaware",12.4,21960,17.0,21.0,10.0,200,68,32,18.3,7480,75,25,2.97,16.74,11152000,3,Mid-Atlantic
DE,"New Castle County, Delaware",10.5,58290,18.0,18.0,9.0,200,56,44,13.9,16820,61,39,3.45,19.44,34376000,1,Mid-Atlantic
DE,"Sussex County, Delaware",11.2,25200,18.0,19.0,9.0,200,63,37,16.4,6910,84,16,3.6,20.31,15524000,2,Mid-Atlantic
DC,"District of Columbia, District of Columbia",10.3,71420,19.0,8.0,2.0,200,74,26,16.5,20450,74,26,4.35,24.5,53073000,1,Mid-Atlantic
FL,"Alachua County, Florida",13.4,35680,24.0,15.0,12.0,200,66,34,16.5,7890,54,47,3.6,20.3,21971000,2,Southeast
FL,"Baker County, Florida",12.2,3430,16.0,,10.0,200,59,41,16.6,1120,67,34,3.09,17.42,1813000,1,Southeast
FL,"Bay County, Florida",15.0,27310,21.0,14.0,11.0,200,64,36,20.7,8060,66,34,3.49,19.67,16294000,3,Southeast
FL,"Bradford County, Florida",16.4,4480,30.0,,13.0,200,57,43,25.5,1380,67,33,3.05,17.16,2332000,6,Southeast
FL,"Brevard County, Florida",12.0,70100,18.0,13.0,9.0,200,63,37,16.8,18160,65,35,3.51,19.79,42088000,2,Southeast
FL,"Broward County, Florida",9.9,190080,19.0,10.0,9.0,200,73,27,15.5,63570,55,45,3.6,20.27,116879000,1,Southeast
FL,"Calhoun County, Florida",14.7,2110,18.0,17.0,11.0,200,60,40,19.9,580,63,37,3.36,18.96,1214000,6,Southeast
FL,"Charlotte County, Florida",13.5,24510,18.0,15.0,11.0,200,65,35,20.3,4510,78,22,3.34,18.82,13994000,3,Southeast
FL,"Citrus County, Florida",15.5,22460,18.0,15.0,13.0,200,72,28,23.6,5090,82,19,3.5,19.73,13439000,3,Southeast
FL,"Clay County, Florida",10.8,22750,14.0,10.0,9.0,200,58,42,14.8,7350,64,36,3.21,18.09,12481000,1,Southeast
FL,"Collier County, Florida",10.1,37520,18.0,12.0,7.0,200,69,31,14.7,9480,78,22,3.6,20.3,23108000,2,Southeast
FL,"Columbia County, Florida",14.3,9990,22.0,15.0,12.0,200,65,35,20.6,3130,66,34,2.94,16.57,5020000,4,Southeast
FL,"DeSoto County, Florida",16.1,5930,24.0,16.0,12.0,200,84,16,22.9,1650,77,23,3.1,17.49,3146000,6,Southeast
FL,"Dixie County, Florida",17.3,2870,27.0,,12.0,200,69,31,25.0,750,77,23,2.99,16.85,1467000,6,Southeast
FL,"Duval County, Florida",12.6,117700,21.0,12.0,10.0,200,64,36,19.2,40650,55,45,3.27,18.45,65876000,1,Southeast
FL,"Escambia County, Florida",13.0,40850,23.0,13.0,10.0,200,63,37,20.1,13200,62,38,3.3,18.57,23014000,2,Southeast
FL,"Flagler County, Florida",12.2,13350,16.0,13.0,10.0,200,70,30,18.2,3430,77,23,3.59,20.21,8185000,2,Southeast
FL,"Franklin County, Florida",15.9,1870,19.0,,13.0,200,63,37,26.3,500,77,23,3.04,17.12,971000,6,Southeast
FL,"Gadsden County, Florida",13.6,6240,21.0,16.0,9.0,200,69,31,28.1,2820,43,57,2.98,16.82,3184000,2,Southeast
FL,"Gilchrist County, Florida",15.0,2700,24.0,18.0,11.0,200,73,27,22.7,850,72,28,3.38,19.07,1562000,2,Southeast
FL,"Glades County, Florida",13.6,1840,,14.0,12.0,200,75,25,21.1,440,85,15,3.57,20.11,1122000,6,Southeast
FL,"Gulf County, Florida",14.0,2180,14.0,,11.0,200,58,42,20.2,510,71,29,3.45,19.45,1286000,3,Southeast
FL,"Hamilton County, Florida",19.0,2730,28.0,23.0,17.0,200,56,44,30.3,830,61,39,3.02,17.04,1411000,6,Southeast
FL,"Hardee County, Florida",15.2,4110,27.0,16.0,12.0,200,90,10,21.9,1560,94,6,2.92,16.47,2053000,6,Southeast
FL,"Hendry County, Florida",15.4,6270,27.0,15.0,13.0,200,93,7,21.1,2320,88,12,2.87,16.19,3078000,4,Southeast
FL,"Hernando County, Florida",13.9,25990,17.0,14.0,11.0,200,71,29,19.4,6680,73,27,3.15,17.76,13999000,1,Southeast
FL,"Highlands County, Florida",15.2,15730,29.0,17.0,12.0,200,79,21,24.3,4330,80,21,3.14,17.71,8448000,3,Southeast
FL,"Hillsborough County, Florida",11.6,164350,21.0,13.0,9.0,200,71,29,15.6,49940,65,35,3.41,19.21,95791000,1,Southeast
FL,"Holmes County, Florida",18.0,3510,34.0,,16.0,200,69,31,24.5,930,77,23,3.59,20.25,2156000,6,Southeast
FL,"Indian River County, Florida",11.9,18360,23.0,10.0,9.0,200,68,32,17.8,4510,76,24,3.86,21.78,12129000,3,Southeast
FL,"Jackson County, Florida",15.3,7340,24.0,16.0,12.0,200,63,37,23.3,2080,65,35,3.21,18.08,4025000,6,Southeast
FL,"Jefferson County, Florida",12.8,1810,22.0,,8.0,200,58,42,22.4,520,59,41,3.37,18.97,1041000,2,Southeast
FL,"Lafayette County, Florida",10.6,910,26.0,,11.0,200,82,18,13.1,250,100,0,2.93,16.49,455000,9,Southeast
FL,"Lake County, Florida",11.9,41140,18.0,13.0,10.0,200,69,31,17.6,11750,69,31,3.41,19.23,23993000,1,Southeast
FL,"Lee County, Florida",11.6,85350,20.0,13.0,9.0,200,68,32,16.9,22260,74,26,3.48,19.63,50823000,2,Southeast
FL,"Leon County, Florida",12.7,36930,25.0,14.0,12.0,200,66,34,17.6,9540,50,50,3.56,20.07,22480000,2,Southeast
FL,"Levy County, Florida",16.4,6610,26.0,16.0,13.0,200,81,19,23.3,1850,79,21,3.02,17.04,3416000,6,Southeast
FL,"Liberty County, Florida",15.1,1260,,,13.0,200,81,19,21.4,290,90,10,3.44,19.36,740000,8,Southeast
FL,"Madison County, Florida",16.8,3090,23.0,23.0,11.0,200,61,39,29.2,1010,50,50,3.31,18.64,1747000,6,Southeast
FL,"Manatee County, Florida",11.5,44200,23.0,13.0,9.0,200,64,36,16.4,11680,71,29,3.39,19.1,25613000,2,Southeast
FL,"Marion County, Florida",13.8,48840,25.0,14.0,12.0,200,73,27,22.1,14580,73,27,3.22,18.14,26873000,2,Southeast
FL,"Martin County, Florida",11.1,17660,24.0,12.0,8.0,200,60,40,14.1,3710,72,28,3.82,21.51,11523000,2,Southeast
FL,"Miami-Dade County, Florida",10.3,276980,23.0,12.0,9.0,200,96,4,14.4,79740,72,28,3.67,20.68,173741000,1,Southeast
FL,"Monroe County, Florida",10.7,8080,21.0,11.0,8.0,200,61,39,13.4,1530,80,21,4.57,25.75,6311000,4,Southeast
FL,"Nassau County, Florida",11.7,9710,21.0,12.0,8.0,200,51,49,15.6,2580,58,42,3.53,19.91,5864000,1,Southeast
FL,"Okaloosa County, Florida",12.3,25060,17.0,11.0,10.0,200,59,41,15.8,7140,65,35,3.55,20.03,15226000,3,Southeast
FL,"Okeechobee County, Florida",14.7,6050,25.0,16.0,12.0,200,80,20,22.8,2030,81,19,2.9,16.32,2995000,4,Southeast
FL,"Orange County, Florida",11.2,150730,20.0,13.0,9.0,200,76,24,16.0,48120,65,35,3.44,19.36,88523000,1,Southeast
FL,"Osceola County, Florida",11.1,38980,17.0,14.0,9.0,200,99,1,15.8,13700,85,15,3.21,18.11,21409000,1,Southeast
FL,"Palm Beach County, Florida",10.6,154670,20.0,12.0,8.0,200,67,33,15.7,44240,60,40,3.74,21.1,98987000,1,Southeast
FL,"Pasco County, Florida",12.8,66920,16.0,12.0,11.0,200,67,34,16.6,17720,69,31,3.38,19.03,38636000,1,Southeast
FL,"Pinellas County, Florida",12.6,121620,22.0,12.0,10.0,200,62,38,16.5,26120,65,35,3.53,19.91,73455000,1,Southeast
FL,"Polk County, Florida",12.9,88770,21.0,13.0,11.0,200,77,23,19.3,29540,74,26,3.16,17.83,47999000,2,Southeast
FL,"Putnam County, Florida",16.7,12210,28.0,16.0,14.0,200,79,21,25.6,4020,80,21,3.1,17.48,6474000,4,Southeast
FL,"St. Johns County, Florida",9.4,22900,15.0,9.0,7.0,200,45,55,10.4,5530,50,50,4.08,22.99,15969000,1,Southeast
FL,"St. Lucie County, Florida",11.7,36550,18.0,12.0,10.0,200,73,27,17.8,11190,64,36,3.28,18.48,20492000,2,Southeast
FL,"Santa Rosa County, Florida",11.6,20200,13.0,11.0,9.0,200,53,47,15.3,5900,61,39,3.67,20.66,12661000,2,Southeast
FL,"Sarasota County, Florida",11.3,47540,21.0,11.0,9.0,200,54,46,14.8,8930,65,36,3.75,21.15,30497000,2,Southeast
FL,"Seminole County, Florida",10.1,46720,19.0,11.0,8.0,200,62,38,13.0,12670,61,39,3.54,19.95,28276000,1,Southeast
FL,"Sumter County, Florida",11.7,14570,19.0,13.0,8.0,200,49,51,19.6,1780,73,27,3.59,20.26,8954000,3,Southeast
FL,"Suwannee County, Florida",14.1,6190,24.0,13.0,11.0,200,76,25,21.3,2040,71,29,2.92,16.48,3095000,6,Southeast
FL,"Taylor County, Florida",16.1,3510,27.0,,12.0,200,58,42,25.2,1090,61,39,2.94,16.59,1767000,6,Southeast
FL,"Union County, Florida",14.9,2280,28.0,,13.0,200,44,56,21.8,640,72,28,3.41,19.23,1330000,6,Southeast
FL,"Volusia County, Florida",13.3,71190,21.0,15.0,10.0,200,69,31,18.7,17820,68,32,3.46,19.48,42060000,2,Southeast
FL,"Wakulla County, Florida",11.3,3640,16.0,,9.0,200,57,43,16.3,1120,66,34,3.15,17.75,1959000,2,Southeast
FL,"Walton County, Florida",13.2,9010,22.0,16.0,10.0,200,60,40,18.6,2590,69,31,4.01,22.59,6175000,3,Southeast
FL,"Washington County, Florida",17.0,4200,22.0,9.0,15.0,200,67,34,24.0,1150,82,18,2.92,16.45,2096000,6,Southeast
GA,"Appling County, Georgia",15.1,2790,20.0,14.0,12.0,130,58,42,18.9,870,85,15,2.92,16.48,1394000,7,Southeast
GA,"Atkinson County, Georgia",16.9,1390,25.0,21.0,14.0,130,65,35,24.2,540,84,16,2.87,16.16,681000,9,Southeast
GA,"Bacon County, Georgia",16.6,1860,27.0,,12.0,130,57,43,19.0,540,100,0,2.86,16.11,909000,7,Southeast
GA,"Baker County, Georgia",17.2,540,22.0,,14.0,130,53,47,20.2,130,85,15,3.11,17.55,287000,3,Southeast
GA,"Baldwin County, Georgia",14.6,6600,22.0,14.0,14.0,130,62,38,20.9,1780,52,48,2.92,16.48,3300000,4,Southeast
GA,"Banks County, Georgia",13.6,2540,,14.0,11.0,130,54,46,13.3,580,100,0,3.09,17.41,1341000,8,Southeast
GA,"Barrow County, Georgia",11.4,9010,15.0,12.0,9.0,130,44,56,12.4,2560,92,8,3.16,17.8,4865000,1,Southeast
GA,"Bartow County, Georgia",13.2,13800,16.0,17.0,11.0,130,47,53,13.2,3400,97,3,3.01,16.99,7112000,1,Southeast
GA,"Ben Hill County, Georgia",18.7,3190,26.0,19.0,13.0,130,59,41,27.5,1180,62,38,3.01,16.97,1642000,7,Southeast
GA,"Berrien County, Georgia",18.1,3470,21.0,18.0,15.0,130,57,43,20.2,940,89,11,3.14,17.7,1863000,6,Southeast
GA,"Bibb County, Georgia",15.8,24190,24.0,16.0,11.0,130,61,39,23.7,8920,48,52,3.07,17.31,12699000,3,Southeast
GA,"Bleckley County, Georgia",14.2,1820,25.0,,10.0,130,49,51,19.5,530,74,26,3.14,17.67,976000,6,Southeast
GA,"Brantley County, Georgia",16.5,3100,30.0,,12.0,130,58,42,18.0,800,100,0,3.27,18.44,1734000,3,Southeast
GA,"Brooks County, Georgia",14.6,2280,27.0,21.0,10.0,130,60,40,21.7,750,65,36,3.24,18.24,1261000,3,Southeast
GA,"Bryan County, Georgia",11.6,4290,19.0,13.0,9.0,130,36,64,11.4,1240,70,30,3.68,20.75,2700000,2,Southeast
GA,"Bulloch County, Georgia",15.4,11710,25.0,20.0,14.0,130,59,41,17.9,2730,78,22,2.98,16.77,5957000,4,Southeast
GA,"Burke County, Georgia",14.2,3200,20.0,16.0,8.0,130,60,40,24.2,1420,57,43,2.89,16.27,1579000,2,Southeast
GA,"Butts County, Georgia",15.0,3620,24.0,,11.0,130,46,54,20.3,1000,72,28,3.1,17.5,1921000,1,Southeast
GA,"Calhoun County, Georgia",15.0,960,28.0,,9.0,130,52,49,22.4,250,58,42,3.18,17.91,521000,8,Southeast
GA,"Camden County, Georgia",13.3,7060,25.0,11.0,10.0,130,45,55,17.0,2180,78,22,3.44,19.41,4156000,4,Southeast
GA,"Candler County, Georgia",18.7,2020,25.0,22.0,14.0,130,66,34,24.1,650,73,27,2.96,16.69,1022000,7,Southeast
