State,"County, State",pctFoodInsecure,numFoodInsecure,pctBlackFoodInsecure,pctLatineFoodInsecure,pctWhiteFoodInsecure,SNAPthreshold,pctFIbelowSNAP,pctFIaboveSNAP,pctKidsFoodInsecure,numKidsFoodInsecure,pctKidsIncomeBelow185,pctKidsIncomeAbove185,costPerMeal,weeklyFoodBudget,weeklyBudgetFoodInsecureByPop,rangeRuralUrban,USstateRegion
NV,"Pershing County, Nevada",11.5,760,,14.0,12.0,200,48,53,16.8,190,67,33,3.34,18.82,434000,9,Western
NV,"Storey County, Nevada",10.6,420,,,8.0,200,47,53,20.0,140,38,62,3.33,18.76,239000,2,Western
NV,"Washoe County, Nevada",11.0,50080,19.0,16.0,10.0,200,66,34,14.4,14380,69,31,3.36,18.95,28789000,2,Western
NV,"White Pine County, Nevada",11.6,1120,,,9.0,200,54,46,18.4,370,61,39,3.14,17.68,601000,7,Western
NV,"Carson City, Nevada",13.8,7560,,19.0,12.0,200,71,29,19.3,2170,81,19,3.19,17.98,4124000,3,Western
NH,"Belknap County, New Hampshire",9.4,5750,,25.0,10.0,185,53,47,14.0,1600,64,36,3.84,21.66,3778000,4,Northeast
NH,"Carroll County, New Hampshire",9.3,4470,,21.0,9.0,185,61,39,15.3,1190,77,23,4.05,22.83,3095000,6,Northeast
NH,"Cheshire County, New Hampshire",9.5,7200,,22.0,10.0,185,54,46,12.7,1740,60,40,3.53,19.91,4347000,4,Northeast
NH,"Coos County, New Hampshire",12.4,3950,,24.0,13.0,185,66,34,17.8,940,79,21,3.65,20.57,2464000,7,Northeast
NH,"Grafton County, New Hampshire",9.7,8680,7.0,23.0,10.0,185,57,43,13.4,1970,70,30,3.9,21.99,5789000,5,Northeast
NH,"Hillsborough County, New Hampshire",8.6,35370,13.0,25.0,8.0,185,49,51,10.9,9310,60,40,3.61,20.36,21842000,2,Northeast
NH,"Merrimack County, New Hampshire",8.4,12550,6.0,22.0,9.0,185,48,53,10.8,3150,52,48,3.76,21.2,8071000,4,Northeast
NH,"Rockingham County, New Hampshire",6.8,20680,,20.0,7.0,185,38,62,9.0,5410,45,55,3.78,21.3,13363000,1,Northeast
NH,"Strafford County, New Hampshire",9.1,11730,,24.0,10.0,185,51,49,11.3,2720,60,41,3.64,20.5,7294000,1,Northeast
NH,"Sullivan County, New Hampshire",10.1,4350,,18.0,10.0,185,62,38,14.4,1180,73,27,3.51,19.79,2611000,7,Northeast
NJ,"Atlantic County, New Jersey",10.6,28280,21.0,20.0,7.0,185,73,27,15.2,8680,76,24,3.43,19.31,16568000,2,Mid-Atlantic
NJ,"Bergen County, New Jersey",6.7,62040,10.0,13.0,5.0,185,56,44,5.1,10110,87,13,4.0,22.56,42446000,1,Mid-Atlantic
NJ,"Burlington County, New Jersey",6.6,29530,10.0,14.0,5.0,185,53,48,8.8,8260,60,40,3.49,19.66,17615000,1,Mid-Atlantic
NJ,"Camden County, New Jersey",9.5,48060,17.0,21.0,6.0,185,69,31,13.0,15030,70,30,3.58,20.15,29374000,1,Mid-Atlantic
NJ,"Cape May County, New Jersey",11.3,10540,20.0,20.0,7.0,185,60,40,15.2,2490,77,24,3.71,20.9,6682000,3,Mid-Atlantic
NJ,"Cumberland County, New Jersey",11.3,17230,20.0,20.0,8.0,185,82,18,16.7,6060,85,15,3.15,17.78,9292000,3,Mid-Atlantic
NJ,"Essex County, New Jersey",10.7,84900,21.0,19.0,5.0,185,76,24,15.5,29310,62,38,4.07,22.91,59012000,1,Mid-Atlantic
NJ,"Gloucester County, New Jersey",7.5,21930,13.0,16.0,5.0,185,53,47,8.9,5740,63,38,3.44,19.37,12883000,1,Mid-Atlantic
NJ,"Hudson County, New Jersey",11.1,74200,19.0,18.0,9.0,185,83,17,12.0,16570,97,3,3.32,18.73,42147000,1,Mid-Atlantic
NJ,"Hunterdon County, New Jersey",5.5,6880,11.0,13.0,3.0,185,43,57,4.0,980,82,18,3.59,20.21,4218000,1,Mid-Atlantic
NJ,"Mercer County, New Jersey",8.2,30210,18.0,18.0,5.0,185,68,32,10.1,7980,75,25,3.59,20.2,18515000,2,Mid-Atlantic
NJ,"Middlesex County, New Jersey",7.4,60910,11.0,16.0,6.0,185,60,40,7.6,13640,83,17,3.32,18.7,34544000,1,Mid-Atlantic
NJ,"Monmouth County, New Jersey",7.1,44060,16.0,15.0,4.0,185,53,47,6.8,9000,78,22,3.68,20.75,27728000,1,Mid-Atlantic
NJ,"Morris County, New Jersey",5.8,28610,10.0,12.0,3.0,185,48,52,3.9,4120,98,2,3.94,22.21,19277000,1,Mid-Atlantic
NJ,"Ocean County, New Jersey",9.0,53480,11.0,15.0,7.0,185,67,33,11.7,16720,93,7,3.53,19.89,32271000,1,Mid-Atlantic
NJ,"Passaic County, New Jersey",10.1,50810,19.0,18.0,6.0,185,83,17,13.0,15610,92,8,3.51,19.76,30459000,1,Mid-Atlantic
NJ,"Salem County, New Jersey",10.7,6740,21.0,22.0,7.0,185,65,35,15.5,2110,71,29,3.78,21.3,4354000,1,Mid-Atlantic
NJ,"Somerset County, New Jersey",5.2,17040,8.0,13.0,3.0,185,50,50,4.3,3160,81,19,3.8,21.44,11083000,1,Mid-Atlantic
NJ,"Sussex County, New Jersey",6.5,9150,3.0,12.0,4.0,185,47,53,7.0,1990,65,35,3.99,22.5,6245000,1,Mid-Atlantic
NJ,"Union County, New Jersey",7.3,40200,13.0,16.0,5.0,185,78,22,9.2,12020,84,16,3.66,20.65,25176000,1,Mid-Atlantic
NJ,"Warren County, New Jersey",8.6,9100,11.0,16.0,7.0,185,55,45,9.5,2000,71,29,3.68,20.72,5719000,2,Mid-Atlantic
NM,"Bernalillo County, New Mexico",12.8,86440,22.0,15.0,10.0,165,71,29,19.5,29220,67,33,3.17,17.85,46800000,2,Southwest
NM,"Catron County, New Mexico",17.4,610,,14.0,14.0,165,83,17,29.1,160,85,15,3.04,17.11,317000,9,Southwest
NM,"Chaves County, New Mexico",13.8,9020,29.0,16.0,10.0,165,87,13,21.7,3790,81,19,2.97,16.72,4576000,5,Southwest
NM,"Cibola County, New Mexico",19.6,5270,,19.0,15.0,165,78,22,29.2,1860,85,15,2.88,16.23,2595000,6,Southwest
NM,"Colfax County, New Mexico",15.6,1890,,20.0,11.0,165,80,20,25.7,580,78,22,3.53,19.87,1139000,7,Southwest
NM,"Curry County, New Mexico",15.4,7660,24.0,18.0,12.0,165,80,20,23.4,3090,76,24,3.18,17.93,4166000,5,Southwest
NM,"De Baca County, New Mexico",13.4,270,,15.0,13.0,165,95,5,17.6,120,84,16,3.07,17.29,142000,9,Southwest
NM,"Do�a Ana County, New Mexico",15.5,33560,19.0,18.0,11.0,165,88,12,25.0,13400,78,22,3.04,17.12,17433000,3,Southwest
NM,"Eddy County, New Mexico",11.0,6340,16.0,13.0,8.0,165,65,35,16.5,2530,64,36,3.11,17.51,3366000,5,Southwest
NM,"Grant County, New Mexico",16.3,4520,,19.0,11.0,165,75,25,26.5,1480,73,27,3.3,18.6,2551000,7,Southwest
NM,"Guadalupe County, New Mexico",13.5,590,,16.0,25.0,165,65,35,21.2,180,45,55,3.22,18.12,324000,7,Southwest
NM,"Harding County, New Mexico",15.9,70,,,,165,87,13,29.3,20,81,19,3.11,17.51,37000,9,Southwest
NM,"Hidalgo County, New Mexico",16.7,720,,19.0,11.0,165,73,27,25.8,240,74,26,3.07,17.32,378000,9,Southwest
NM,"Lea County, New Mexico",10.9,7650,30.0,12.0,9.0,165,76,24,16.9,3580,66,34,3.19,17.99,4175000,5,Southwest
NM,"Lincoln County, New Mexico",12.3,2390,,13.0,9.0,165,67,33,19.0,680,75,26,3.07,17.3,1254000,7,Southwest
NM,"Los Alamos County, New Mexico",7.6,1410,,5.0,4.0,165,26,74,9.8,420,20,81,3.47,19.53,835000,6,Southwest
NM,"Luna County, New Mexico",21.4,5150,,19.0,18.0,165,92,8,32.7,2080,89,11,2.91,16.38,2559000,6,Southwest
NM,"McKinley County, New Mexico",22.6,16350,,17.0,10.0,165,77,23,32.4,6800,83,18,2.83,15.94,7906000,5,Southwest
NM,"Mora County, New Mexico",15.6,710,,21.0,,165,98,2,29.3,150,52,48,3.57,20.11,433000,9,Southwest
NM,"Otero County, New Mexico",16.7,11070,22.0,19.0,12.0,165,69,31,25.0,3870,77,23,3.21,18.08,6070000,4,Southwest
NM,"Quay County, New Mexico",16.3,1360,,17.0,13.0,165,93,7,30.1,570,74,26,3.04,17.12,706000,7,Southwest
NM,"Rio Arriba County, New Mexico",14.1,5520,,16.0,12.0,165,80,20,21.7,2000,74,26,3.03,17.09,2861000,4,Southwest
NM,"Roosevelt County, New Mexico",17.0,3200,,18.0,13.0,165,79,21,24.8,1140,77,24,3.07,17.28,1678000,7,Southwest
NM,"Sandoval County, New Mexico",11.1,15900,18.0,12.0,7.0,165,58,42,17.9,6040,59,41,3.27,18.41,8880000,2,Southwest
NM,"San Juan County, New Mexico",16.5,20810,17.0,14.0,10.0,165,66,34,24.5,8340,74,26,2.9,16.35,10321000,3,Southwest
NM,"San Miguel County, New Mexico",18.2,5060,,23.0,14.0,165,88,12,28.5,1510,77,23,3.13,17.63,2706000,6,Southwest
NM,"Santa Fe County, New Mexico",10.6,15770,16.0,13.0,8.0,165,70,30,17.0,4670,79,21,3.6,20.29,9708000,3,Southwest
NM,"Sierra County, New Mexico",20.6,2270,,19.0,14.0,165,77,23,31.9,560,74,26,2.95,16.64,1145000,6,Southwest
NM,"Socorro County, New Mexico",19.1,3210,,20.0,13.0,165,79,22,28.5,1090,81,19,3.16,17.82,1735000,6,Southwest
NM,"Taos County, New Mexico",14.0,4600,,17.0,10.0,165,80,20,22.0,1300,85,16,3.96,22.31,3112000,7,Southwest
NM,"Torrance County, New Mexico",16.3,2530,,18.0,12.0,165,80,20,24.5,800,90,11,3.22,18.15,1393000,2,Southwest
NM,"Union County, New Mexico",15.1,620,,20.0,9.0,165,61,39,26.8,220,64,36,2.93,16.52,311000,9,Southwest
NM,"Valencia County, New Mexico",12.6,9610,17.0,16.0,10.0,165,81,19,21.5,3870,75,25,3.03,17.06,4975000,2,Southwest
NY,"Albany County, New York",10.4,31850,24.0,21.0,7.0,200,60,41,14.9,8460,69,31,3.7,20.83,20125000,2,Northeast
NY,"Allegany County, New York",13.8,6420,14.0,,10.0,200,72,28,21.9,2070,94,6,3.46,19.48,3794000,7,Northeast
NY,"Bronx County, New York",16.4,235660,23.0,24.0,13.0,200,97,3,25.0,89680,76,24,3.41,19.22,137380000,1,Northeast
NY,"Broome County, New York",13.4,25950,28.0,23.0,10.0,200,70,30,20.3,7620,78,22,3.24,18.25,14364000,2,Northeast
NY,"Cattaraugus County, New York",13.8,10620,,23.0,10.0,200,77,23,20.5,3530,93,7,2.95,16.61,5352000,4,Northeast
NY,"Cayuga County, New York",11.4,8800,20.0,22.0,8.0,200,69,31,17.4,2680,85,16,3.15,17.77,4742000,4,Northeast
NY,"Chautauqua County, New York",13.9,17920,23.0,27.0,10.0,200,76,24,21.4,5630,91,10,3.05,17.19,9344000,4,Northeast
NY,"Chemung County, New York",12.1,10290,22.0,,9.0,200,72,28,18.3,3360,89,11,2.95,16.65,5196000,3,Northeast
NY,"Chenango County, New York",12.9,6190,,19.0,10.0,200,79,21,18.7,1870,90,10,2.84,16.0,3004000,6,Northeast
NY,"Clinton County, New York",13.0,10490,29.0,20.0,10.0,200,63,37,19.2,2790,80,21,3.26,18.35,5839000,5,Northeast
NY,"Columbia County, New York",10.3,6220,19.0,19.0,8.0,200,65,35,15.5,1650,80,20,3.47,19.53,3685000,6,Northeast
NY,"Cortland County, New York",12.5,5990,19.0,23.0,10.0,200,70,30,17.8,1630,81,19,3.1,17.46,3173000,4,Northeast
NY,"Delaware County, New York",13.6,6120,19.0,22.0,10.0,200,69,31,22.9,1760,79,21,3.93,22.15,4113000,6,Northeast
NY,"Dutchess County, New York",8.5,25090,17.0,16.0,6.0,200,59,41,12.5,7050,65,35,3.7,20.87,15884000,1,Northeast
NY,"Erie County, New York",11.4,104770,23.0,24.0,7.0,200,65,35,18.0,33840,70,31,3.3,18.58,59041000,1,Northeast
NY,"Essex County, New York",11.0,4130,,,8.0,200,69,31,17.0,1050,87,13,3.21,18.07,2264000,6,Northeast
NY,"Franklin County, New York",13.7,6920,,24.0,11.0,200,68,32,21.3,2140,80,20,2.87,16.16,3392000,7,Northeast
NY,"Fulton County, New York",13.3,7150,27.0,22.0,10.0,200,78,22,20.3,2220,92,8,2.94,16.55,3590000,4,Northeast
NY,"Genesee County, New York",10.7,6170,20.0,22.0,7.0,200,65,35,15.8,1860,80,20,3.05,17.16,3212000,4,Northeast
NY,"Greene County, New York",11.6,5500,,16.0,8.0,200,68,32,16.8,1330,79,21,3.57,20.13,3359000,6,Northeast
NY,"Hamilton County, New York",13.2,600,,,8.0,200,74,26,20.8,130,100,0,3.33,18.79,342000,8,Northeast
NY,"Herkimer County, New York",12.6,7810,,20.0,10.0,200,71,30,18.9,2440,85,15,2.94,16.6,3932000,2,Northeast
NY,"Jefferson County, New York",13.6,15350,20.0,19.0,11.0,200,75,25,19.8,5390,90,11,2.98,16.77,7809000,3,Northeast
NY,"Kings County, New York",13.5,348920,19.0,21.0,12.0,200,78,22,19.7,117290,74,26,3.93,22.16,234500000,1,Northeast
NY,"Lewis County, New York",11.9,3160,,,8.0,200,78,23,19.6,1200,91,9,3.11,17.54,1681000,6,Northeast
NY,"Livingston County, New York",10.3,6550,23.0,21.0,8.0,200,64,36,15.6,1780,84,16,3.16,17.78,3533000,1,Northeast
NY,"Madison County, New York",9.9,7080,,13.0,7.0,200,63,37,14.3,1970,79,21,2.99,16.88,3624000,2,Northeast
NY,"Monroe County, New York",11.3,83760,24.0,24.0,7.0,200,66,34,18.0,28110,67,34,3.24,18.24,46342000,1,Northeast
NY,"Montgomery County, New York",14.4,7110,27.0,26.0,10.0,200,81,19,23.2,2620,93,7,3.07,17.3,3730000,4,Northeast
NY,"Nassau County, New York",4.9,66420,5.0,12.0,3.0,200,60,40,7.8,22950,61,39,3.86,21.74,43798000,1,Northeast
NY,"New York County, New York",12.7,207260,24.0,22.0,8.0,200,66,34,14.3,33670,78,22,6.04,34.01,213836000,1,Northeast
NY,"Niagara County, New York",11.8,24920,25.0,23.0,8.0,200,67,34,18.5,7850,80,20,3.13,17.65,13344000,1,Northeast
NY,"Oneida County, New York",12.4,28420,27.0,22.0,8.0,200,68,32,19.0,9320,80,20,3.1,17.45,15041000,2,Northeast
NY,"Onondaga County, New York",11.1,51580,25.0,21.0,7.0,200,64,36,17.3,17130,70,30,3.15,17.77,27811000,2,Northeast
NY,"Ontario County, New York",9.4,10310,23.0,21.0,6.0,200,64,36,13.6,3030,74,26,3.22,18.17,5681000,1,Northeast
NY,"Orange County, New York",9.1,34520,11.0,16.0,7.0,200,69,31,14.5,14100,79,22,3.62,20.42,21378000,1,Northeast
NY,"Orleans County, New York",11.9,4870,20.0,25.0,9.0,200,76,24,19.1,1540,95,5,2.8,15.77,2329000,1,Northeast
NY,"Oswego County, New York",13.4,15860,,25.0,10.0,200,69,31,21.6,5430,89,11,2.86,16.1,7745000,2,Northeast
NY,"Otsego County, New York",12.0,7190,20.0,19.0,10.0,200,68,32,16.9,1640,87,13,3.28,18.51,4037000,7,Northeast
NY,"Putnam County, New York",6.0,5900,2.0,13.0,4.0,200,47,53,7.6,1510,49,51,4.15,23.36,4181000,1,Northeast
NY,"Queens County, New York",9.7,221350,12.0,16.0,9.0,200,82,18,13.8,63890,84,16,3.66,20.64,138550000,1,Northeast
NY,"Rensselaer County, New York",10.9,17300,22.0,22.0,8.0,200,59,41,16.3,5070,70,30,3.59,20.25,10629000,2,Northeast
NY,"Richmond County, New York",8.7,41390,18.0,17.0,5.0,200,62,38,12.8,13390,67,33,3.83,21.58,27091000,1,Northeast
NY,"Rockland County, New York",9.0,29100,8.0,15.0,8.0,200,72,28,15.4,14030,90,10,3.58,20.18,17813000,1,Northeast
NY,"St. Lawrence County, New York",14.2,15430,20.0,20.0,11.0,200,67,33,21.8,4840,83,17,2.89,16.26,7610000,4,Northeast
NY,"Saratoga County, New York",8.1,18400,13.0,11.0,6.0,200,51,49,10.4,4840,60,40,3.78,21.32,11898000,2,Northeast
NY,"Schenectady County, New York",10.3,16020,26.0,22.0,7.0,200,62,38,15.7,5260,69,31,3.32,18.7,9087000,2,Northeast
NY,"Schoharie County, New York",11.6,3630,,16.0,9.0,200,65,35,17.8,990,80,20,3.25,18.34,2020000,2,Northeast
NY,"Schuyler County, New York",13.5,2420,,,10.0,200,74,26,19.7,680,80,20,3.15,17.73,1301000,6,Northeast
NY,"Seneca County, New York",11.5,3950,19.0,20.0,8.0,200,67,33,16.6,1150,82,18,2.76,15.53,1861000,6,Northeast
NY,"Steuben County, New York",12.3,11880,20.0,21.0,10.0,200,77,24,18.5,3860,87,13,3.06,17.26,6220000,4,Northeast
NY,"Suffolk County, New York",6.0,89230,8.0,13.0,4.0,200,60,40,9.4,29920,63,37,3.67,20.67,55943000,1,Northeast
NY,"Sullivan County, New York",11.7,8760,23.0,20.0,9.0,200,73,27,18.8,2990,84,16,3.17,17.87,4748000,4,Northeast
NY,"Tioga County, New York",10.5,5130,,20.0,8.0,200,69,31,15.2,1560,80,20,3.53,19.91,3098000,2,Northeast
NY,"Tompkins County, New York",11.6,11920,25.0,21.0,9.0,200,64,36,13.3,2030,67,33,3.68,20.72,7493000,3,Northeast
NY,"Ulster County, New York",11.0,19620,21.0,20.0,8.0,200,64,36,15.6,4970,74,26,3.59,20.24,12045000,3,Northeast
NY,"Warren County, New York",11.0,7100,,19.0,8.0,200,62,38,15.2,1800,71,30,3.34,18.8,4049000,3,Northeast
NY,"Washington County, New York",11.1,6810,,17.0,9.0,200,69,32,16.7,1960,86,14,4.01,22.61,4671000,3,Northeast
NY,"Wayne County, New York",10.7,9650,29.0,18.0,8.0,200,69,31,16.8,3280,75,25,3.08,17.36,5082000,1,Northeast
NY,"Westchester County, New York",7.5,72490,15.0,16.0,4.0,200,64,36,10.1,21640,70,30,3.84,21.66,47629000,1,Northeast
NY,"Wyoming County, New York",10.3,4150,28.0,20.0,8.0,200,65,35,15.6,1250,82,18,3.56,20.04,2522000,6,Northeast
NY,"Yates County, New York",10.0,2510,,,7.0,200,74,27,15.8,880,92,8,2.73,15.39,1171000,1,Northeast
NC,"Alamance County, North Carolina",13.7,22360,24.0,20.0,11.0,200,77,23,19.2,7020,83,17,3.15,17.74,12031000,3,Southeast
NC,"Alexander County, North Carolina",14.3,5320,21.0,23.0,12.0,200,75,25,19.5,1480,94,6,2.92,16.47,2657000,2,Southeast
NC,"Alleghany County, North Carolina",18.5,2030,,30.0,14.0,200,83,17,26.8,510,96,4,2.83,15.96,983000,9,Southeast
NC,"Anson County, North Carolina",14.5,3600,26.0,,11.0,200,80,20,25.5,1230,63,37,2.84,16.01,1748000,6,Southeast
NC,"Ashe County, North Carolina",15.4,4140,,22.0,12.0,200,75,25,19.4,940,85,16,2.92,16.44,2065000,7,Southeast
NC,"Avery County, North Carolina",16.0,2800,,,13.0,200,74,26,19.5,500,100,0,3.09,17.44,1481000,8,Southeast
NC,"Beaufort County, North Carolina",15.6,7350,27.0,22.0,12.0,200,79,21,23.5,2250,79,21,3.1,17.45,3891000,6,Southeast
NC,"Bertie County, North Carolina",15.7,3040,27.0,,10.0,200,77,23,30.8,1040,55,45,2.96,16.66,1536000,7,Southeast
NC,"Bladen County, North Carolina",17.1,5730,24.0,25.0,13.0,200,80,20,25.8,1810,71,29,3.08,17.33,3013000,6,Southeast
NC,"Brunswick County, North Carolina",13.5,17760,20.0,21.0,10.0,200,63,37,19.3,3990,75,25,3.38,19.03,10249000,2,Southeast
NC,"Buncombe County, North Carolina",13.5,34770,23.0,22.0,11.0,200,71,29,15.7,7570,86,14,3.24,18.24,19233000,2,Southeast
NC,"Burke County, North Carolina",16.4,14770,28.0,24.0,14.0,200,78,22,21.7,3690,93,7,2.79,15.74,7054000,2,Southeast
NC,"Cabarrus County, North Carolina",10.8,22250,20.0,19.0,8.0,200,65,35,14.2,7570,74,26,3.13,17.66,11919000,1,Southeast
NC,"Caldwell County, North Carolina",15.6,12800,24.0,22.0,13.0,200,81,19,19.4,3230,86,14,2.76,15.56,6042000,2,Southeast
NC,"Camden County, North Carolina",11.5,1210,13.0,,11.0,200,73,27,16.4,390,73,27,3.23,18.2,668000,8,Southeast
NC,"Carteret County, North Carolina",14.2,9830,25.0,19.0,11.0,200,62,38,17.5,2140,74,26,3.59,20.22,6030000,4,Southeast
NC,"Caswell County, North Carolina",15.0,3390,20.0,24.0,11.0,200,66,34,24.3,1040,64,36,2.88,16.26,1672000,8,Southeast
NC,"Catawba County, North Carolina",13.5,21320,25.0,22.0,11.0,200,76,24,17.0,5990,92,8,3.0,16.93,10946000,2,Southeast
NC,"Chatham County, North Carolina",11.7,8350,19.0,20.0,9.0,200,67,33,15.2,2220,80,20,3.51,19.77,5008000,2,Southeast
NC,"Cherokee County, North Carolina",16.6,4640,,23.0,13.0,200,78,22,22.1,1050,96,5,3.01,16.97,2388000,9,Southeast
NC,"Chowan County, North Carolina",14.5,2040,26.0,16.0,12.0,200,77,23,22.8,660,78,22,2.92,16.47,1019000,6,Southeast
NC,"Clay County, North Carolina",15.4,1680,,,11.0,200,76,24,20.6,390,86,14,3.02,17.03,868000,9,Southeast
NC,"Cleveland County, North Carolina",16.4,15920,27.0,20.0,14.0,200,76,24,23.2,4970,76,24,2.75,15.49,7478000,4,Southeast
NC,"Columbus County, North Carolina",17.0,9540,24.0,22.0,14.0,200,79,21,26.4,3160,75,25,2.81,15.82,4577000,6,Southeast
NC,"Craven County, North Carolina",14.9,15220,26.0,21.0,11.0,200,66,34,21.2,4720,69,31,3.13,17.66,8155000,3,Southeast
NC,"Cumberland County, North Carolina",16.0,53180,24.0,21.0,14.0,200,77,23,23.6,19460,70,30,3.0,16.92,27302000,2,Southeast
NC,"Currituck County, North Carolina",11.9,3140,16.0,18.0,9.0,200,64,36,14.6,850,84,16,3.67,20.7,1972000,1,Southeast
NC,"Dare County, North Carolina",12.3,4460,30.0,21.0,9.0,200,67,33,16.1,1130,82,19,3.88,21.87,2959000,4,Southeast
NC,"Davidson County, North Carolina",14.7,24380,26.0,21.0,12.0,200,75,25,19.4,7100,88,13,2.77,15.58,11525000,2,Southeast
NC,"Davie County, North Carolina",13.6,5750,19.0,,10.0,200,62,38,18.1,1630,77,23,3.14,17.71,3089000,2,Southeast
NC,"Duplin County, North Carolina",15.6,9180,24.0,23.0,12.0,200,96,4,23.5,3360,93,7,2.86,16.09,4481000,6,Southeast
NC,"Durham County, North Carolina",12.1,37850,21.0,20.0,9.0,200,66,34,17.6,11570,64,36,3.4,19.14,21972000,2,Southeast
NC,"Edgecombe County, North Carolina",16.7,8800,26.0,19.0,13.0,200,80,20,29.5,3540,62,39,2.91,16.42,4384000,3,Southeast
NC,"Forsyth County, North Carolina",13.2,49560,25.0,21.0,10.0,200,71,29,18.7,16270,75,25,3.13,17.67,26561000,2,Southeast
NC,"Franklin County, North Carolina",12.6,8390,21.0,20.0,9.0,200,72,28,18.5,2730,77,24,3.09,17.4,4427000,1,Southeast
NC,"Gaston County, North Carolina",14.3,31330,24.0,20.0,12.0,200,74,26,18.8,9370,79,21,2.93,16.52,15701000,1,Southeast
NC,"Gates County, North Carolina",14.0,1610,21.0,,10.0,200,65,35,22.6,530,54,46,3.13,17.64,862000,1,Southeast
NC,"Graham County, North Carolina",17.6,1500,,,13.0,200,85,15,22.2,390,83,17,3.17,17.88,814000,9,Southeast
NC,"Granville County, North Carolina",12.4,7370,22.0,18.0,10.0,200,66,34,19.0,2330,68,32,2.98,16.81,3758000,4,Southeast
NC,"Greene County, North Carolina",16.1,3380,23.0,27.0,13.0,200,75,25,25.1,1080,75,25,3.04,17.14,1757000,8,Southeast
NC,"Guilford County, North Carolina",13.1,69110,24.0,20.0,10.0,200,70,30,19.4,22900,65,35,3.15,17.76,37229000,2,Southeast
NC,"Halifax County, North Carolina",17.6,9020,25.0,20.0,13.0,200,83,17,29.5,3250,68,32,2.88,16.23,4442000,4,Southeast
NC,"Harnett County, North Carolina",14.0,18540,23.0,19.0,12.0,200,76,24,18.9,6600,83,17,3.16,17.81,10016000,4,Southeast
NC,"Haywood County, North Carolina",14.9,9100,20.0,,12.0,200,66,34,19.4,2160,79,21,3.34,18.83,5196000,2,Southeast
NC,"Henderson County, North Carolina",12.9,14880,21.0,21.0,10.0,200,68,32,16.1,3550,81,19,3.14,17.68,7981000,2,Southeast
NC,"Hertford County, North Carolina",15.7,3760,23.0,26.0,13.0,200,73,28,28.3,1290,58,42,2.82,15.89,1813000,6,Southeast
NC,"Hoke County, North Carolina",15.6,8420,20.0,25.0,13.0,200,76,24,22.6,3370,72,28,2.95,16.63,4247000,2,Southeast
NC,"Hyde County, North Carolina",19.2,1000,31.0,,13.0,200,69,31,29.1,320,72,28,3.25,18.34,556000,9,Southeast
NC,"Iredell County, North Carolina",12.1,21190,24.0,19.0,9.0,200,65,35,15.6,6330,71,29,3.16,17.79,11433000,1,Southeast
NC,"Jackson County, North Carolina",15.8,6800,29.0,26.0,13.0,200,71,29,19.7,1420,88,13,3.15,17.77,3665000,6,Southeast
NC,"Johnston County, North Carolina",12.1,23890,19.0,21.0,9.0,200,74,26,16.5,8360,80,20,3.29,18.56,13451000,1,Southeast
NC,"Jones County, North Carolina",18.1,1740,29.0,,14.0,200,87,14,27.6,500,83,17,3.06,17.23,909000,3,Southeast
NC,"Lee County, North Carolina",14.3,8670,24.0,21.0,11.0,200,81,19,19.8,2930,85,15,2.87,16.18,4256000,4,Southeast
NC,"Lenoir County, North Carolina",17.7,10070,29.0,27.0,14.0,200,81,19,29.1,3720,70,30,2.71,15.28,4669000,4,Southeast
NC,"Lincoln County, North Carolina",13.0,10740,26.0,19.0,10.0,200,68,32,16.2,2870,82,18,2.95,16.65,5424000,1,Southeast
NC,"McDowell County, North Carolina",16.5,7480,31.0,18.0,13.0,200,75,26,20.4,1890,85,15,2.96,16.67,3782000,6,Southeast
NC,"Macon County, North Carolina",15.7,5450,24.0,24.0,12.0,200,71,29,20.2,1290,88,13,2.99,16.83,2783000,7,Southeast
NC,"Madison County, North Carolina",15.5,3340,,,13.0,200,68,32,17.3,680,88,12,3.29,18.52,1876000,2,Southeast
NC,"Martin County, North Carolina",15.6,3570,27.0,24.0,13.0,200,80,20,25.9,1220,67,33,2.82,15.87,1719000,6,Southeast
NC,"Mecklenburg County, North Carolina",10.8,115580,20.0,19.0,8.0,200,67,33,14.7,37670,66,34,3.46,19.49,68342000,1,Southeast
NC,"Mitchell County, North Carolina",15.6,2340,,,11.0,200,68,32,19.2,540,66,35,3.19,17.98,1276000,7,Southeast
NC,"Montgomery County, North Carolina",13.8,3770,25.0,17.0,11.0,200,84,16,19.7,1200,96,4,2.74,15.44,1766000,6,Southeast
NC,"Moore County, North Carolina",12.6,12270,23.0,19.0,10.0,200,64,36,17.1,3560,69,31,3.57,20.12,7487000,4,Southeast
NC,"Nash County, North Carolina",13.7,12920,22.0,21.0,11.0,200,72,28,21.3,4440,59,41,2.83,15.94,6249000,3,Southeast
NC,"New Hanover County, North Carolina",14.3,32700,27.0,21.0,12.0,200,67,33,17.2,7340,70,30,3.39,19.09,18939000,2,Southeast
NC,"Northampton County, North Carolina",15.5,3080,22.0,,12.0,200,78,22,29.8,1060,52,48,2.92,16.44,1536000,9,Southeast
NC,"Onslow County, North Carolina",15.4,30030,22.0,20.0,14.0,200,75,25,19.5,9300,90,11,2.97,16.77,15272000,3,Southeast
NC,"Orange County, North Carolina",11.6,16760,21.0,19.0,10.0,200,60,40,11.4,3260,70,30,4.07,22.95,11669000,2,Southeast
